Date,Open,High,Low,Close,Pivot Points,VWAP,Volume ,Moving Average 20,Filename
10/01/2024 13:25:00,18.635,18.67,18.5601,18.6419,18.6419,19.15519,58300,57590,TXT\aehr.txt
10/01/2024 13:30:00,18.6414,18.675,18.58,18.61,18.61,19.15171,42900,55690,TXT\aehr.txt
10/01/2024 13:35:00,18.61,18.68,18.5795,18.61,18.61,19.14955,26500,52620,TXT\aehr.txt
10/01/2024 13:40:00,18.61,18.64,18.5714,18.595,18.595,19.14757,23800,51520,TXT\aehr.txt
10/01/2024 13:45:00,18.595,18.62,18.585,18.5901,18.5901,19.14507,29900,48445,TXT\aehr.txt
10/01/2024 13:50:00,18.6,18.68,18.55,18.63,18.63,19.141,51000,48405,TXT\aehr.txt
10/01/2024 13:55:00,18.63,18.79,18.63,18.68,18.68,19.13733,53500,48060,TXT\aehr.txt
10/01/2024 14:00:00,18.68,18.7,18.64,18.7,18.7,19.13582,22200,45980,TXT\aehr.txt
10/01/2024 14:05:00,18.6606,18.71,18.645,18.6566,18.6566,19.13514,9700,41810,TXT\aehr.txt
10/01/2024 14:10:00,18.65,18.66,18.5601,18.59,18.59,19.13339,22800,40695,TXT\aehr.txt
10/01/2024 14:15:00,18.59,18.65,18.5159,18.6141,18.6141,19.1295,48800,41465,TXT\aehr.txt
10/01/2024 14:20:00,18.625,18.669,18.55,18.669,18.669,19.1272,31300,42095,TXT\aehr.txt
10/01/2024 14:25:00,18.669,18.76,18.5901,18.76,18.76,19.12439,44700,43340,TXT\aehr.txt
10/01/2024 14:30:00,18.76,19.0,18.7172,18.88,18.88,19.12104,81600,44280,TXT\aehr.txt
10/01/2024 14:35:00,18.88,18.97,18.86,18.86,18.86,19.12012,28200,43345,TXT\aehr.txt
10/01/2024 14:40:00,18.86,18.8832,18.7162,18.76,18.76,19.11806,45900,43355,TXT\aehr.txt
10/01/2024 14:45:00,18.76,18.82,18.73,18.82,18.82,19.11658,31200,41945,TXT\aehr.txt
10/01/2024 14:50:00,18.82,18.89,18.76,18.8491,18.8491,19.11351,76200,42230,TXT\aehr.txt
10/01/2024 14:55:00,18.8491,18.8649,18.8,18.808,18.808,19.11194,39800,42775,TXT\aehr.txt
10/01/2024 15:00:00,18.805,18.87,18.76,18.7808,18.7808,19.10948,57800,41305,TXT\aehr.txt
10/01/2024 15:05:00,18.7808,18.7999,18.6,18.645,18.645,19.10783,29700,39875,TXT\aehr.txt
10/01/2024 15:10:00,18.645,18.72,18.5901,18.71,18.71,19.10481,50000,40230,TXT\aehr.txt
10/01/2024 15:15:00,18.71,18.72,18.57,18.57,18.57,19.10194,45700,41190,TXT\aehr.txt
10/01/2024 15:20:00,18.56,18.6358,18.55,18.55,18.55,19.09851,48000,42400,TXT\aehr.txt
10/01/2024 15:25:00,18.55,18.6099,18.43,18.445,18.445,19.0899,109700,46390,TXT\aehr.txt
10/01/2024 15:30:00,18.4447,18.4599,18.29,18.315,18.315,19.07735,134800,50580,TXT\aehr.txt
10/01/2024 15:35:00,18.315,18.44,18.27,18.44,18.44,19.06479,137500,54780,TXT\aehr.txt
10/01/2024 15:40:00,18.44,18.5,18.39,18.495,18.495,19.05844,82000,57770,TXT\aehr.txt
10/01/2024 15:45:00,18.5,18.6,18.4957,18.6,18.6,19.05136,110900,62830,TXT\aehr.txt
10/01/2024 15:50:00,18.6,18.71,18.53,18.6306,18.6306,19.0444,130100,68195,TXT\aehr.txt
10/01/2024 15:55:00,18.6306,18.6306,18.48,18.535,18.535,19.03607,144800,72995,TXT\aehr.txt
10/01/2024 16:00:00,18.535,18.61,18.52,18.59,18.59,19.02159,260900,84475,TXT\aehr.txt
